id,domain,language,query_text,translated_text,expected_match_id,generated_by
query_0589,animal,Nigerian Pidgin,"I see blood for the birds poop, and their comb no red again.","I see blood in the birds' droppings, and their combs are no longer red.",animal_004,gemma-4-31b-it
query_0590,animal,Nigerian Pidgin,"Something dey happen to my birds; dem no dey gain weight, feathers don scatter, and dem dey weak.","Something is happening to my birds; they aren't gaining weight, their feathers are ruffled, and they are weak.",animal_004,gemma-4-31b-it
query_0591,animal,Nigerian Pidgin,The birds dey pass water for backside and dem just stop to grow.,The birds are passing watery droppings and they have just stopped growing.,animal_004,gemma-4-31b-it
query_0592,animal,Nigerian Pidgin,"My birds comb don pale, dem dey pass blood, feathers scatter, and dem just dey weak and dry.","My birds' combs have turned pale, they are passing blood, their feathers are ruffled, and they are just weak and wasting away.",animal_004,gemma-4-31b-it
query_0593,animal,English,My chickens are not growing well and I can see blood in their droppings.,My chickens are not growing well and I can see blood in their droppings.,animal_004,gemma-4-31b-it
query_0594,animal,English,"My birds no dey grow, and their comb don fade. Dem also get watery diarrhea.","My birds are not growing, and their combs have faded. They also have watery diarrhea.",animal_004,gemma-4-31b-it
query_0595,animal,English,The birds are looking very weak and their feathers are all ruffled.,The birds are looking very weak and their feathers are all ruffled.,animal_004,gemma-4-31b-it
query_0596,animal,English,"I see blood for the droppings of my birds, and dem just dey look weak and thin.","I see blood in the droppings of my birds, and they just look weak and thin.",animal_004,gemma-4-31b-it
query_0597,animal,English,My birds' combs are pale and they are not gaining weight.,My birds' combs are pale and they are not gaining weight.,animal_004,gemma-4-31b-it
query_0598,animal,English,"The birds feathers no smooth again, and dem dey pass watery stool.","The birds' feathers are no longer smooth, and they are passing watery stool.",animal_004,gemma-4-31b-it
query_0599,animal,English,My chickens are losing weight and they look really tired and weak.,My chickens are losing weight and they look really tired and weak.,animal_004,gemma-4-31b-it
query_0600,animal,English,Their comb no red again and dem dey pass blood for their poop.,Their combs are no longer red and they are passing blood in their poop.,animal_004,gemma-4-31b-it
query_0601,animal,Yoruba,"Àwọn ewúrẹ́ mi ara wọn n gbiná, imú wọn n ṣàn, wọn sì n ṣàlá.","My goats have hot bodies, their noses are running, and they are having diarrhea.",animal_005,gemma-4-31b-it
query_0602,animal,Yoruba,"Àwọn àgùntàn kékeré ló n kú jù, ọgbẹ wà nínú ẹnu wọn, wọn sì n fẹ́mú.","The small sheep are dying the most, they have sores in their mouths, and they are struggling to breathe.",animal_005,gemma-4-31b-it
query_0603,animal,Yoruba,"Omi n jáde nínú ojú àti imú wọn, ara wọn sì gbiná gan-an.","Water is coming out of their eyes and nose, and their bodies are very hot.",animal_005,gemma-4-31b-it
query_0604,animal,Yoruba,"Àwọn kékeré ló n kú sẹ́yẹ́, wọn n ṣàlá, ẹran ẹnu wọn sì n jẹ.","The young ones are dying quickly, they have diarrhea, and their mouth flesh is sore.",animal_005,gemma-4-31b-it
query_0605,animal,Yoruba,"Àwọn àgùntàn mi n fẹ́mú, imú wọn sì n ṣàn.",My sheep are struggling to breathe and their noses are running.,animal_005,gemma-4-31b-it
query_0606,animal,Yoruba,"Àwọn ọmọ ewúrẹ́ mi ara wọn n gbiná, wọn sì n ṣàlá.",My baby goats have fever and are having diarrhea.,animal_005,gemma-4-31b-it
query_0607,animal,Yoruba,"Ojú wọn n ṣòró, ọgbẹ sì wà nínú ẹnu wọn.",Their eyes are leaking and there are sores inside their mouths.,animal_005,gemma-4-31b-it
query_0608,animal,Yoruba,"Ara wọn n gbiná, wọn n fẹ́mú, ọ̀pọ̀ nínú àwọn kékeré sì ti kú.","Their bodies are hot, they are struggling to breathe, and many of the young ones have died.",animal_005,gemma-4-31b-it
query_0609,animal,Hausa,"Awaki na da zazzabi, hancinsa da idanunsa suna zuba ruwa, sannan yana gudawa.","My goat has a fever, its nose and eyes are leaking fluid, and it has diarrhea.",animal_005,gemma-4-31b-it
query_0610,animal,Hausa,"Kananan awakina suna mutuwa, kuma suna shan numfashi da wuya sosai.","My young goats are dying, and they are having a lot of difficulty breathing.",animal_005,gemma-4-31b-it
query_0611,animal,Hausa,"Na ga gyambo a cikin bakin tumaki na, sannan jikinsa yana da zafi sosai.","I see sores in my sheep's mouth, and its body is very hot.",animal_005,gemma-4-31b-it
query_0612,animal,Hausa,"Hancinsu yana zuba ruwa, suna zawo, kuma yaran suna mutuwa daya bayan daya.","Their noses are leaking, they have diarrhea, and the young ones are dying one by one.",animal_005,gemma-4-31b-it
query_0613,animal,Hausa,"Tumatuna na suna shan numfashi da wuya, idanunsu ma suna zuba ruwa.","My sheep are struggling to breathe, and their eyes are leaking fluid.",animal_005,gemma-4-31b-it
query_0614,animal,Hausa,"Bakin awaki na yana ci, sannan yana gudawa sosai.","My goat's mouth is sore, and it has severe diarrhea.",animal_005,gemma-4-31b-it
query_0615,animal,Hausa,"Kananan tumaki na suna da zazzabi, suna shan numfashi da wuya, kuma suna mutuwa.","My young sheep have a fever, they are struggling to breathe, and they are dying.",animal_005,gemma-4-31b-it
query_0616,animal,Hausa,"Idanu da hanci suna zuba ruwa, akwai gyambo a baki, kuma suna zawo.","Eyes and nose are leaking fluid, there are sores in the mouth, and they have diarrhea.",animal_005,gemma-4-31b-it
query_0617,animal,Igbo,"Anụ m nwere isi ọkụ, anya na imi ha na-asọ.","My animals have a fever, and their eyes and noses are running.",animal_005,gemma-4-31b-it
query_0618,animal,Igbo,"Ụmụ anụ m na-anụ anụ, ha nwere mpụ na ọnụ, ihe na-asọ n'azụ ha.","My young animals are dying, they have sores in their mouths and diarrhea.",animal_005,gemma-4-31b-it
query_0619,animal,Igbo,"Atụm nwe m na-agba ume siri ike, mmiri na-asọ n'imi ha.","My sheep are struggling to breathe, and fluid is coming out of their noses.",animal_005,gemma-4-31b-it
query_0620,animal,Igbo,"Ahụ ha na-acha, ọnụ ha na-egbu, ha na-asọ ihe n'azụ.","They have a fever, sores in their mouths, and they have diarrhea.",animal_005,gemma-4-31b-it
query_0621,animal,Igbo,"Ụmụ anụ m na-acha isi, ha agaghị ekwe ume.","My small animals have a fever, and they can't breathe well.",animal_005,gemma-4-31b-it
query_0622,animal,Igbo,"Anya ha na-asọ, ha nwere mpụ na ọnụ, ụfọdụ anụla.","Their eyes are leaking, they have mouth sores, and some have already died.",animal_005,gemma-4-31b-it
query_0623,animal,Igbo,"Anụ m na-asọ imi na anya, ha na-asọ ihe n'azụ.","My animals have runny noses and eyes, and they have diarrhea.",animal_005,gemma-4-31b-it
query_0624,animal,Igbo,"Isi na-acha, ume na-akpa ha, ụmụ anụ m na-anụ anụ.","Fever, they are struggling to breathe, and my young animals are dying.",animal_005,gemma-4-31b-it
query_0625,animal,Nigerian Pidgin,"My goats body dey hot, and water dey comot from their eyes and nose. Many of the small ones don die.","My goats have a fever, and there is discharge from their eyes and nose. Many of the young ones have died.",animal_005,gemma-4-31b-it
query_0626,animal,Nigerian Pidgin,"I get sheep wey their mouth don spoil, and dem dey pass loose stool. Dem no fit breathe well.","I have sheep whose mouths are sore, and they have diarrhea. They cannot breathe well.",animal_005,gemma-4-31b-it
query_0627,animal,Nigerian Pidgin,"Small goats dey die plenty for my farm. Their body hot, and their nose and eyes dey run.","Many young goats are dying on my farm. They have a fever, and their noses and eyes are running.",animal_005,gemma-4-31b-it
query_0628,animal,Nigerian Pidgin,My animals get sore for mouth and dem dey suffer to breathe. Diarrhea also dey happen.,My animals have mouth sores and are struggling to breathe. Diarrhea is also occurring.,animal_005,gemma-4-31b-it
query_0629,animal,Nigerian Pidgin,The young ones dey die fast fast. Dem get hot body and water dey flow from their nose and eyes.,"The young ones are dying rapidly. They have a fever, and there is discharge from their noses and eyes.",animal_005,gemma-4-31b-it
query_0630,animal,Nigerian Pidgin,"My sheep body dey hot, and dem dey pass watery stool. Their mouth get some kind sores.",My sheep have a fever and are passing watery stool. Their mouths have some kind of sores.,animal_005,gemma-4-31b-it
query_0631,animal,Nigerian Pidgin,"I notice say my goats no fit breathe well, and their eyes and nose dey leak. Some small ones don die.","I noticed that my goats cannot breathe well, and their eyes and noses are leaking. Some young ones have died.",animal_005,gemma-4-31b-it
query_0632,animal,Nigerian Pidgin,"Sore don catch my animals for mouth, and dem dey run belly. Their body just dey hot.","Mouth sores have affected my animals, and they have diarrhea. Their bodies are just hot.",animal_005,gemma-4-31b-it
query_0633,animal,English,My goats have high fever and their noses are running. Some have sores in their mouths and they're having diarrhea.,My goats have high fever and their noses are running. Some have sores in their mouths and they're having diarrhea.,animal_005,gemma-4-31b-it
query_0634,animal,English,"My sheep body dey hot well well, and their eyes and nose dey leak. I see sores for their mouth, and the small ones just dey die.","My sheep have a very high fever, and their eyes and nose are discharging. I see sores in their mouths, and the young ones are just dying.",animal_005,gemma-4-31b-it
query_0635,animal,English,"The young ones are dying quickly. They have runny noses and watery eyes, and they're struggling to breathe.","The young ones are dying quickly. They have runny noses and watery eyes, and they're struggling to breathe.",animal_005,gemma-4-31b-it
query_0636,animal,English,"Some of my goats get loose stool and their body hot. Dem no fit breathe well, and I see some wounds inside their mouth.","Some of my goats have diarrhea and their bodies are hot. They cannot breathe well, and I see some sores inside their mouths.",animal_005,gemma-4-31b-it
query_0637,animal,English,My animals are very sick. They have fever and discharge from the nose and eyes. The kids are dying off one by one.,My animals are very sick. They have fever and discharge from the nose and eyes. The kids are dying off one by one.,animal_005,gemma-4-31b-it
query_0638,animal,English,"My sheep get running stomach and their body hot. Their nose and eyes dey flow, and dem dey struggle to breathe.","My sheep have diarrhea and their bodies are hot. Their noses and eyes are leaking, and they are struggling to breathe.",animal_005,gemma-4-31b-it
query_0639,animal,English,"I'm worried about my goats. They have mouth sores and diarrhea, and they're breathing very hard. The babies are dying.","I'm worried about my goats. They have mouth sores and diarrhea, and they're breathing very hard. The babies are dying.",animal_005,gemma-4-31b-it
query_0640,animal,English,"I see sores for the mouth of my goats, and their eyes and nose dey leak. The small ones dey die fast fast.","I see sores in the mouths of my goats, and their eyes and noses are leaking. The young ones are dying very quickly.",animal_005,gemma-4-31b-it
query_0641,animal,Yoruba,"Ara bòrò mi gbón, ó sì n kọ́, kò sì fẹ́ jẹun mọ́.","My cow's body is hot, it's coughing, and it doesn't want to eat anymore.",animal_006,gemma-4-31b-it
query_0642,animal,Yoruba,"Ẹran mi kò le mí dáadáa, ó sì rẹwẹsì, kò fẹ́ rìn láéláé.","My animal can't breathe well, it's sluggish, and it doesn't want to walk at all.",animal_006,gemma-4-31b-it
query_0643,animal,Yoruba,"Ara bòrò mi gbón gidi, mo si rí i pé àwọn ẹsẹ rẹ̀ bù.","My cow's body is very hot, and I see that its legs are swollen.",animal_006,gemma-4-31b-it
query_0644,animal,Yoruba,"Ó n kọ́, ó sì n ṣàárò bí ẹni pé ó n jagun fún afẹ́fẹ́, kò sì jẹun.","It's coughing and panting like it's fighting for air, and it's not eating.",animal_006,gemma-4-31b-it
query_0645,animal,Yoruba,"Bòrò mi kò fẹ́ rìn mọ́, ara rẹ̀ sì gbón gan-an.","My cow doesn't want to move anymore, and its body is very hot.",animal_006,gemma-4-31b-it
query_0646,animal,Yoruba,"Mo rí i pé ara rẹ̀ gbón, ó n kọ́, àwọn ọkàn rẹ̀ sì bù, kò sì fẹ́ jẹun.","I noticed its body is hot, it's coughing, its joints are swollen, and it doesn't want to eat.",animal_006,gemma-4-31b-it
query_0647,animal,Yoruba,"Kò le mí dáadáa, ó sì rẹwẹsì, kò fẹ́ rìn kankan.","It can't breathe properly, it's lethargic, and it doesn't want to walk at all.",animal_006,gemma-4-31b-it
query_0648,animal,Yoruba,"Ara bòrò mi gbón, ó n kọ́, kò sì jẹun mọ́.","My cow's body is hot, it's coughing, and it's not eating anymore.",animal_006,gemma-4-31b-it
query_0649,animal,Hausa,"Saniya ta tana tatarfa, jikinta ya yi zafi, kuma ba ta son motsawa.","My cow is coughing, her body is hot, and she doesn't want to move.",animal_006,gemma-4-31b-it
query_0650,animal,Hausa,"Numfashin sharuwa ta yana masa wuya, kuma ya daina cin abincinsa.","My bull is having difficulty breathing, and he has stopped eating his food.",animal_006,gemma-4-31b-it
query_0651,animal,Hausa,"Dabbar tana da zazzabi, tana tatarfa, sannan gwiwarta sun kumbura.","The animal has a fever, is coughing, and its joints are swollen.",animal_006,gemma-4-31b-it
query_0652,animal,Hausa,"Na lura sharuwa ta ba ta son tafiya, numfashinta kuma ya raina.","I noticed my bull doesn't want to walk, and its breathing is labored.",animal_006,gemma-4-31b-it
query_0653,animal,Hausa,"Jikin saniyar ya yi zafi, ba ya cin abinci, kuma yana tatarfa sosai.","The cow's body is hot, it's not eating, and it's coughing a lot.",animal_006,gemma-4-31b-it
query_0654,animal,Hausa,"Saniyar ta ki motsawa daga wurin, sannan numfashinta yana masa wuya.","The cow refuses to move from where she is, and she is struggling to breathe.",animal_006,gemma-4-31b-it
query_0655,animal,Hausa,"Hadadden jikin sharuwa ta ya kumbura, kuma tana da zazzabi.","The joints of my bull are swollen, and it has a fever.",animal_006,gemma-4-31b-it
query_0656,animal,Hausa,"Dabbar tana tatarfa, ba ta son cin abinci, sannan jikinta ya yi zafi.","The animal is coughing, doesn't want to eat, and its body is hot.",animal_006,gemma-4-31b-it
query_0657,animal,Igbo,"Anụ m nwere ọkụ ahụ, ọ na-atụ ụgbọ nke ukwuu.","My animal has a fever, it is coughing a lot.",animal_006,gemma-4-31b-it
query_0658,animal,Igbo,"Ụkụ ya gbawara, ọ naghị ekwu ume ma ọ naghị agagharị.","Its joints are swollen, it can't breathe and it's not moving.",animal_006,gemma-4-31b-it
query_0659,animal,Igbo,"Nwamba m a naghị eri nri, ahụ ya na-awa nke ukwuu.","My cow is not eating, its body is very hot.",animal_006,gemma-4-31b-it
query_0660,animal,Igbo,"Ọ na-atụ ụgbọ, ume na-agba ya, ọ naghị ejika ụkwụ eje.","It is coughing, it's breathing hard, and it's not walking properly.",animal_006,gemma-4-31b-it
query_0661,animal,Igbo,"Anụ m nọ naanị otu ebe, ọ naghị agagharị, ọ nwekwara ọkụ ahụ.","My animal is just in one place, it's not moving, and it has a fever.",animal_006,gemma-4-31b-it
query_0662,animal,Igbo,"Ọ naghị eri nri, ọ na-atụ ụgbọ, ọ na-agba ume ike.","It's not eating, it's coughing, it's breathing with effort.",animal_006,gemma-4-31b-it
query_0663,animal,Igbo,"Ihu ụkụ ya gbawara, ọ naghị ekwu ume.","The joints of its legs are swollen, it's not drawing breath.",animal_006,gemma-4-31b-it
query_0664,animal,Igbo,"Ahụ ya na-awa, ọ naghị eri nri, ọ na-atụ ụgbọ.","Its body is hot, it's not eating, it's coughing.",animal_006,gemma-4-31b-it
query_0665,animal,Nigerian Pidgin,"My cow body hot, e dey cough and e just dey struggle to breathe.","My cow has a fever, it is coughing and it is struggling to breathe.",animal_006,gemma-4-31b-it
query_0666,animal,Nigerian Pidgin,"This my cow no wan chop again, e just dey stay one place, e no gree waka.","This cow of mine doesn't want to eat anymore, it just stays in one place and refuses to move.",animal_006,gemma-4-31b-it
query_0667,animal,Nigerian Pidgin,"My cattle get fever, e dey cough and the way e dey breathe, e be like say e hard.","My cattle has a fever, it's coughing, and the way it's breathing, it seems difficult.",animal_006,gemma-4-31b-it
query_0668,animal,Nigerian Pidgin,"I see say my cow joint swell, e no wan move, and e no dey chop well.","I noticed my cow's joints are swollen, it doesn't want to move, and it isn't eating well.",animal_006,gemma-4-31b-it
query_0669,animal,Nigerian Pidgin,"My cow body dey hot well well, e dey cough and e no fit breathe fine.","My cow's body is very hot, it's coughing, and it cannot breathe properly.",animal_006,gemma-4-31b-it
query_0670,animal,Nigerian Pidgin,"This animal just stop to chop, e dey cough, and e no gree waka with me.","This animal has just stopped eating, it's coughing, and it refuses to move with me.",animal_006,gemma-4-31b-it
query_0671,animal,Nigerian Pidgin,"My cow dey cough, e body hot, and e joints don swell.","My cow is coughing, its body is hot, and its joints have swollen.",animal_006,gemma-4-31b-it
query_0672,animal,Nigerian Pidgin,"The cow no dey chop, e dey struggle to breathe, and e no wan move from where e dey.","The cow isn't eating, it's struggling to breathe, and it doesn't want to move from where it is.",animal_006,gemma-4-31b-it
query_0673,animal,English,My cow body hot well-well. E just dey cough and e no fit breathe properly. E no want chop and e no gree move.,My cow has a very high fever. It is coughing and cannot breathe properly. It doesn't want to eat and refuses to move.,animal_006,gemma-4-31b-it
query_0674,animal,English,I'm worried about my cow; she has a fever and a bad cough. She's breathing heavily and won't even walk.,I'm worried about my cow; she has a fever and a bad cough. She's breathing heavily and won't even walk.,animal_006,gemma-4-31b-it
query_0675,animal,English,"My cow no dey chop, e just dey cough and breathe hard. I see say some of the joints for leg don swell.","My cow is not eating, it's just coughing and breathing hard. I see that some of the joints in its legs are swollen.",animal_006,gemma-4-31b-it
query_0676,animal,English,"The cow is just standing there, refusing to move. Its body is hot, it's coughing, and it looks like it's struggling for air.","The cow is just standing there, refusing to move. Its body is hot, it's coughing, and it looks like it's struggling for air.",animal_006,gemma-4-31b-it
query_0677,animal,English,"Cow body hot, e dey cough, and e no fit breathe. E no wan chop at all.","The cow has a fever, it is coughing, and it cannot breathe. It doesn't want to eat at all.",animal_006,gemma-4-31b-it
query_0678,animal,English,My animal is very hot to the touch. It's coughing a lot and seems to be having trouble breathing. It's not eating and is just standing still.,My animal is very hot to the touch. It's coughing a lot and seems to be having trouble breathing. It's not eating and is just standing still.,animal_006,gemma-4-31b-it
query_0679,animal,English,"This cow no gree move, e just stay one place. E dey cough, e no fit breathe well, and some joints don swell. E no wan chop.","This cow refuses to move, it just stays in one place. It is coughing, cannot breathe well, and some joints are swollen. It doesn't want to eat.",animal_006,gemma-4-31b-it
query_0680,animal,English,My cow is coughing and breathing hard. Its body is hot and it doesn't want to eat or move around.,My cow is coughing and breathing hard. Its body is hot and it doesn't want to eat or move around.,animal_006,gemma-4-31b-it
query_0681,animal,Yoruba,"Ara awọn ẹran mi gbóná, wọn sì ń sunkun, mo si rí àwà ní ẹnu wọn.","My animals' bodies are hot, they are drooling, and I see sores in their mouths.",animal_007,gemma-4-31b-it
query_0682,animal,Yoruba,"Wọn kò le rìn dáadáa mọ́, àwà wà ní ẹsẹ̀ wọn, wara wọn sì dín kù.","They can't walk well anymore, there are sores on their feet, and their milk has reduced.",animal_007,gemma-4-31b-it
query_0683,animal,Yoruba,"Mo rí ẹ̀rùn lórí ahọ́n wọn, òróró ń jáde ní ẹnu wọn, ara wọn sì gbóná gan-an.","I see blisters on their tongues, saliva is coming out of their mouths, and their bodies are very hot.",animal_007,gemma-4-31b-it
query_0684,animal,Yoruba,"Àwọn ẹran mi ń fẹsẹ̀ kọ̀, wọn ní àwà ní ẹnu, wara wọn kò sì pọ̀ mọ́.","My animals are limping, they have sores in their mouths, and their milk isn't plenty anymore.",animal_007,gemma-4-31b-it
query_0685,animal,Yoruba,"Ara wọn gbóná, wọn ń sunkun, mo si rí àwà ní ẹsẹ̀ ati inú ẹnu wọn.","Their bodies are hot, they are drooling, and I see sores on their feet and inside their mouths.",animal_007,gemma-4-31b-it
query_0686,animal,Yoruba,"Wọn kò le rìn, ẹ̀rùn wà lórí ahọ́n wọn, wọn kò sì mọ wara mọ́ bíi ti tẹ́lẹ̀.","They can't walk, there are blisters on their tongues, and they aren't producing milk like before.",animal_007,gemma-4-31b-it
query_0687,animal,Yoruba,"Óróró ń jáde ní ẹnu wọn, ara wọn gbóná, mo si rí àwà ní ẹsẹ̀ wọn.","Saliva is coming out of their mouths, their bodies are hot, and I see sores on their feet.",animal_007,gemma-4-31b-it
query_0688,animal,Yoruba,"Ara wọn gbóná, wọn ní àwà ní ẹnu ati lórí ahọ́n, wọn kò sì le rìn dáadáa.","Their bodies are hot, they have sores in their mouths and on their tongues, and they can't walk properly.",animal_007,gemma-4-31b-it
query_0689,animal,Hausa,"Shanu na suna da zazzabi, kuma akwai kuraje a bakinsu.","My cows have a fever, and there are sores in their mouths.",animal_007,gemma-4-31b-it
query_0690,animal,Hausa,"Suman suna zuba sosai, kuma ba su iya tafiya da kyau, suna raina.","They are drooling a lot, and they can't walk well, they are limping.",animal_007,gemma-4-31b-it
query_0691,animal,Hausa,Na ga kuraje a harshen awaki na da kuma kafar su.,I've seen blisters on the tongues of my goats and also on their feet.,animal_007,gemma-4-31b-it
query_0692,animal,Hausa,"Sanyin jikin shanu na ya tashi, kuma madarar da suke bayarwa ta ragu sosai.","My cows have a fever, and the milk they produce has decreased significantly.",animal_007,gemma-4-31b-it
query_0693,animal,Hausa,"Kafafun shanu na suna da kuraje, kuma suna zuba suma sosai.","The feet of my cows have blisters, and they are drooling a lot.",animal_007,gemma-4-31b-it
query_0694,animal,Hausa,"Dabbabana suna raina, kuma bakinsu ya cika kuraje.","My animals are limping, and their mouths are full of sores.",animal_007,gemma-4-31b-it
query_0695,animal,Hausa,"Na lura harshen shanu na yana da kuraje, kuma suman yana zuba.","I noticed the tongues of my cows have blisters, and they are drooling.",animal_007,gemma-4-31b-it
query_0696,animal,Hausa,"Suna zazzabi, ba sa iya tafiya yadda ya kamata, sannan madara ta ragu.","They have a fever, they can't walk properly, and the milk has reduced.",animal_007,gemma-4-31b-it
query_0697,animal,Igbo,"Anụ m nwere okpomkpọ ahụ, mmiri na-asọ ya n'ọnụ nke ukwuu.","My animal has a fever, and water is flowing from its mouth a lot.",animal_007,gemma-4-31b-it
query_0698,animal,Igbo,"Ewu m nwere ụfọdụ ihe na-apụta n'ụkwụ ya, ọ naghị ejie ike ije.","My goat has some blisters on its feet, it can't walk well.",animal_007,gemma-4-31b-it
query_0699,animal,Igbo,"Mmiri ara ehi m agbachara, ọ nwekwara ọnyá n'ire ya.","My cow's milk has reduced, and it also has sores on its tongue.",animal_007,gemma-4-31b-it
query_0700,animal,Igbo,"Anụ m na-agba nka, ahụ ya na-akpọ ọkụ.","My animal is limping, and its body is hot.",animal_007,gemma-4-31b-it
query_0701,animal,Igbo,"Lee ụkwụ na ọnụ anụ m, ihe na-apụta n'ebe ahụ.","Look at the feet and mouth of my animal, there are blisters there.",animal_007,gemma-4-31b-it
query_0702,animal,Igbo,"Mmiri na-asọ n'ọnụ ewu m, ọ naghị ejie ike ije.","Water is dripping from my goat's mouth, and it can't walk properly.",animal_007,gemma-4-31b-it
query_0703,animal,Igbo,"Ara ehi m adịghị mma ugbu a, ọ nwekwara okpomkpọ ahụ.","My cow's milk is not plentiful now, and it has a fever.",animal_007,gemma-4-31b-it
query_0704,animal,Igbo,"Anụ m nwere ọnyá n'ọnụ na n'ụkwụ, ọ naghị ejie ike ije.","My animal has sores on its mouth and feet, it can't walk well.",animal_007,gemma-4-31b-it
query_0705,animal,Nigerian Pidgin,"My cow body dey hot, and I see some sores for inside im mouth and for im leg.","My cow has a fever, and I see some sores inside its mouth and on its legs.",animal_007,gemma-4-31b-it
query_0706,animal,Nigerian Pidgin,"This goat dey drool plenty, and e no fit waka well because of some blisters for im foot.","This goat is drooling a lot, and it cannot walk well because of some blisters on its feet.",animal_007,gemma-4-31b-it
query_0707,animal,Nigerian Pidgin,"My sheep get fever, and the milk wey e dey give don reduce well well.","My sheep has a fever, and the milk it produces has reduced significantly.",animal_007,gemma-4-31b-it
query_0708,animal,Nigerian Pidgin,"Look my pig, im mouth full of sores and e just dey spit everywhere.","Look at my pig, its mouth is full of sores and it is just spitting everywhere.",animal_007,gemma-4-31b-it
query_0709,animal,Nigerian Pidgin,"My cow no dey waka normally, and e get some wounds for im tongue and feet.","My cow is not walking normally, and it has some wounds on its tongue and feet.",animal_007,gemma-4-31b-it
query_0710,animal,Nigerian Pidgin,"The animal body hot, and e no dey produce milk like before.","The animal has a fever, and it is not producing milk like it used to.",animal_007,gemma-4-31b-it
query_0711,animal,Nigerian Pidgin,"I see small-small bubbles for im mouth and leg, and e just dey limp.","I see small blisters on its mouth and legs, and it is just limping.",animal_007,gemma-4-31b-it
query_0712,animal,Nigerian Pidgin,"Im mouth dey flow with spit, and the body hot, plus e no fit walk.","Its mouth is flowing with saliva, its body is hot, and it cannot walk.",animal_007,gemma-4-31b-it
query_0713,animal,English,"My cow dey hot and she no gree walk well. I see some sores for her mouth and feet, and she just dey drool plenty.","My cow has a fever and she cannot walk well. I see some sores on her mouth and feet, and she is drooling a lot.",animal_007,gemma-4-31b-it
query_0714,animal,English,My goats are running a fever and they have these weird blisters on their tongues and hooves. They can't walk properly.,My goats are running a fever and they have these weird blisters on their tongues and hooves. They can't walk properly.,animal_007,gemma-4-31b-it
query_0715,animal,English,"These pigs of mine, their body hot and they get wounds for inside mouth. They just dey produce too much spit.",These pigs of mine have a fever and they have wounds inside their mouths. They are producing too much saliva.,animal_007,gemma-4-31b-it
query_0716,animal,English,My cow's milk has dropped suddenly. She's limping and there are sores on her tongue and feet.,My cow's milk has dropped suddenly. She's limping and there are sores on her tongue and feet.,animal_007,gemma-4-31b-it
query_0717,animal,English,"The cow body hot, she no dey give milk well, and I see blisters for her mouth and feet. She just dey drool.","The cow has a fever, she isn't producing milk well, and I see blisters on her mouth and feet. She is just drooling.",animal_007,gemma-4-31b-it
query_0718,animal,English,"My sheep no fit walk again, and they get sores for their mouth. Saliva just dey flow from their mouth.","My sheep cannot walk anymore, and they have sores in their mouths. Saliva is just flowing from their mouths.",animal_007,gemma-4-31b-it
query_0719,animal,English,The pigs have a high temperature and they are limping. I noticed some sores on their feet and in their mouths.,The pigs have a high temperature and they are limping. I noticed some sores on their feet and in their mouths.,animal_007,gemma-4-31b-it
query_0720,animal,English,"My cow no gree walk, her body hot, and she dey drool. I see wounds for her tongue and feet, and milk don reduce.","My cow refuses to walk, her body is hot, and she is drooling. I see wounds on her tongue and feet, and her milk production has reduced.",animal_007,gemma-4-31b-it
query_0721,animal,Yoruba,"Àwọn ẹlẹ́dàá mi n gbona gan-an, wọn kò sì fẹ́ jẹun mọ́, ẹ̀jẹ̀ sì n yọ nínú ara wọn, wọn ń kú tán.","My animals are very hot, they don't want to eat anymore, blood is coming out of their bodies, and they are all dying.",animal_008,gemma-4-26b-a4b-it
query_0722,animal,Yoruba,"Ẹ̀jẹ̀ ń yọ nínú àwọn ẹlẹ́dàá mi, wọn n gbona, wọn kò sì fẹ́ jẹun rárá.","Blood is coming out of my animals, they are hot, and they don't want to eat at all.",animal_008,gemma-4-26b-a4b-it
query_0723,animal,Yoruba,"Oó! Àwọn ẹlẹ́dàá mi n kú lọ lọ lọ, wọn n gbona, àwọ̀ wọn sì n ṣẹ́ nínú ẹ̀jẹ̀.","Oh! My animals are dying one after another, they are hot, and their skin is breaking with blood.",animal_008,gemma-4-26b-a4b-it
query_0724,animal,Yoruba,"Mo rí i pé àwọn ẹlẹ́dàá mi kò fẹ́ jẹun, wọn n gbona gan, àwọn ẹ̀jẹ̀ sì n yọ nínú ara wọn.","I noticed my animals don't want to eat, they are very hot, and blood is coming out of their bodies.",animal_008,gemma-4-26b-a4b-it
query_0725,animal,Yoruba,"Ẹ̀jẹ̀ n yọ nínú ara wọn, ooru n gbona, wọn kò sì fẹ́ jẹun.","Blood is coming out of their bodies, they are hot, and they don't want to eat.",animal_008,gemma-4-26b-a4b-it
query_0726,animal,Yoruba,"Àwọn ẹlẹ́dàá mi n kú tán, wọn n gbona, wọn kò sì fẹ́ jẹun mọ́, ẹ̀jẹ̀ sì n yọ nínú ara wọn.","My animals are all dying, they are hot, they don't want to eat anymore, and blood is coming out of them.",animal_008,gemma-4-26b-a4b-it
query_0727,animal,Yoruba,"Àwọn ẹlẹ́dàá mi n gbona gan, àwọn ẹ̀jẹ̀ sì n yọ nínú àwọn, wọn kò sì fẹ́ jẹun rárá.","My animals are very hot, blood is coming out of them, and they don't want to eat at all.",animal_008,gemma-4-26b-a4b-it
